Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-KLInformationCodes.json	1055	4	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	372	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLInformationGatheringInvestigationCodes.json	691	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	362	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLInformationGatheringTypeCodes.json	695	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	74	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLInterventions.json	929	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	19	1011	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLInterventionsFFB.json	2766	4	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	28	246	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLInterventionsFSIII.json	829	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	958	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLMatterOfInterestInformerFFB.json	686	4	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	106	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLMatterOfInterestValues.json	800	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	93	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLNeedsAssessmentCodesFFB.json	623	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	20	95	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLNursingAreasFSIII.json	2076	5	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	32	172	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLNursingInterventionsFSIII.json	1298	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	508	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLObservationCodes.json	4681	5	0	0	1	0	0	0	1	3138	0	0	0	0	0	0	0	0	0	0	46	5711	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLPerformanceLevelCodesFSIII.json	860	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	115	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLPreventionAreasFSIII.json	850	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	85	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLPreventionInterventionsFSIII.json	659	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	135	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLRequestFromFSIII.json	819	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	191	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLServiceCodesFFB.json	1103	6	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	31	112	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLServicesTypes.json	650	4	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	100	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLSeverities.json	533	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	156	0	1	0	0	0	0
fsh-generated/resources/ValueSet-KLSeveritiesFFB.json	606	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	99	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLSeveritiesFSIII.json	834	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	129	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLTargetGroupsFFB.json	4200	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	79	237	0	0	0	2	0	0
fsh-generated/resources/ValueSet-KLTargetMeasureCodes.json	838	6	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	345	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLThemesFFB.json	1468	6	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	32	121	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLTheraphyAreasFSIII.json	1583	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	121	0	0	0	1	0	1
fsh-generated/resources/ValueSet-KLTrainingInterventionsFSIII.json	626	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	106	0	0	0	1	0	0
input/vocabulary/CodeSystem-CareSocialCodes.json	20494	8	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	124	101	0	0	0	3	0	0
input/vocabulary/CodeSystem-FBOE.json	91680	13	0	0	0	0	0	0	4	159	0	0	0	0	0	0	0	1	0	0	473	222	0	0	0	16	0	0
input/vocabulary/CodeSystem-FFB.json	104814	12	0	0	1	0	0	0	3	46	0	0	0	0	0	0	0	0	0	0	491	134	0	0	0	18	0	1
input/vocabulary/CodeSystem-FSIII.json	280302	28	0	0	0	0	0	0	11	294	0	0	1	0	0	0	0	2	0	0	1256	418	0	0	0	46	0	2
input/vocabulary/CodeSystem-LTT.json	6582	5	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	68	80	0	0	0	2	0	1
