URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.kl.dk/term/CodeSystem/CareSocialCodes,2.3.0,active,,CareSocialCodes,CareSocialCodes,"Administrative/technical codes in Local Govenment Denmark (KL), associated with common use cases across areas or kl-core","ValueSet/fkgateway-ltt-type-of-participants,ValueSet/fkgateway-ltt-type-of-delivery,ValueSet/fkgateway-ltt-care-plan-activity-types"
http://fhir.kl.dk/term/CodeSystem/LTT,2.3.0,active,,LTT,LTT,"Concepts used for standardizing documentation for Danish children/teenagers with mental challenges whom are helped in readily available treatment offers in the Danish municipalities.","ValueSet/fkgateway-ltt-focus-area,ValueSet/fkgateway-ltt-encounter-types,ValueSet/fkgateway-ltt-type-of-referral"
