Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-kl.dk.fhir.term.json	18771	-	0	0	0	0	0	0	27	219	0	0	0	0	0	0	0	2	0	0	364	764	0	0	0	13	0	3
fsh-generated/resources/CodeSystem-KLCommonproprietary.json	401	18	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	33	267	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-NPU.json	1828	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	53	195	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CancellationTypes.json	628	8	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	35	253	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLCarePlanCategoryCodes.json	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	170	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLChangeValueCodes.json	616	7	0	0	10	0	0	0	7	152	0	0	0	0	0	0	0	0	0	0	32	154	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLChangeValueCodesFFB.json	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	126	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLChangeValueCodesFSIII.json	696	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	37	157	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLCitizenObservationCodesFSIII.json	785	10	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	46	170	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLCitizenObservationResultCodesFSIII.json	683	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	39	150	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLComplicationCodesSCT.json	534	7	0	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	0	0	0	49	962	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionADCodesFFB.json	1866	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	56	156	0	1	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionCodes.json	913	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	40	347	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLConditionCodesFFB.json	687	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	35	161	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionCodesFSIII.json	826	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	40	286	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLConditionCodesHomeCare.json	2698	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	63	248	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionCodesNursing.json	5889	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	119	257	0	0	0	2	0	0
fsh-generated/resources/ValueSet-KLConditionCodesPrevention.json	1368	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	51	156	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionCodesTheraphy.json	3332	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	85	211	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionFFCodesFFB.json	1373	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	54	144	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionOCodesFFB.json	620	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	45	129	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KLConditionsAndTargetGroupsFFB.json	616	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	41	178	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KLConsentToLiasing.json	659	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	43	137	0	0	0	1	0	0
